customerID,Gender,Elderly,Married,Dependents,Time_as_Client,PhoneService,Internet_Service,Security_Service,Suport,StreamingTV,Contract_Type,PaymentMethod,Monthly_Payment,Total_Paid,Churn
8840-DQLGN,F,1,Yes,No,35,Yes,FIBER OPTIC,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),100.5,3653.35,Yes
2039-JONDJ,M,0,No,No,27,Yes,DSL,Yes,No,No,One year,Bank transfer (automatic),55.45,1477.65,No
7217-JYHOQ,M,0,Yes,Yes,24,Yes,DSL,Yes,Yes,No,Month-to-month,Credit card (automatic),70.3,1706.45,No
6695-FRVEC,M,0,Yes,Yes,67,Yes,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),60.4,3953.7,No
4547-LYTDD,F,0,No,No,16,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,72.65,1194.3,Yes
9894-QMIMJ,F,0,No,No,23,Yes,DSL,No,No,No,One year,Bank transfer (automatic),55.8,1327.85,No
8069-YQQAJ,M,0,No,No,14,No,DSL,No,No,No,Month-to-month,Mailed check,31.1,419.7,No
6770-XUAGN,F,0,Yes,Yes,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Electronic check,21.0,21.0,Yes
4193-ORFCL,F,1,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.1,45.1,Yes
1636-NTNCO,M,1,No,No,4,No,DSL,No,No,Yes,Month-to-month,Credit card (automatic),50.95,207.35,No
3466-WAESX,M,0,No,Yes,16,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,69.1,1083.7,No
9281-PKKZE,F,0,Yes,No,46,No,DSL,No,No,Yes,Month-to-month,Electronic check,43.95,2007.85,No
3638-VBZTA,M,0,No,Yes,68,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),86.5,5882.75,No
7459-IMVYU,M,0,No,No,38,Yes,DSL,Yes,Yes,No,Month-to-month,Electronic check,69.95,2657.55,No
7776-QWNFX,M,1,Yes,No,30,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),50.4,1527.5,Yes
6689-TCZHQ,F,1,No,No,5,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,78.95,378.4,Yes
8563-OYMQY,M,0,No,No,17,Yes,FIBER OPTIC,No,No,No,Month-to-month,Credit card (automatic),90.95,1612.2,No
0754-EEBDC,M,0,Yes,Yes,4,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.9,76.65,No
5777-ZPQNC,F,0,No,No,12,Yes,NO,No internet service,No internet service,No internet service,One year,Electronic check,20.15,260.7,No
1951-IEYXM,M,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),90.6,6441.85,No
3318-NMQXL,M,0,No,No,3,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,92.0,266.8,No
3143-ILDAL,M,0,No,No,56,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Electronic check,94.45,5124.6,Yes
1022-RKXDR,F,0,No,No,41,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,24.85,962.25,No
2361-FJWNO,M,0,No,No,40,No,DSL,No,Yes,No,One year,Credit card (automatic),36.0,1382.9,No
2272-UOINI,F,0,No,No,7,Yes,DSL,Yes,Yes,Yes,Month-to-month,Electronic check,78.5,571.05,No
8232-UTFOZ,M,0,No,No,69,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.95,1399.35,No
3750-YHRYO,M,0,Yes,Yes,7,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,20.65,150.0,No
6637-KYRCV,F,0,Yes,Yes,5,No,DSL,No,No,No,Month-to-month,Electronic check,30.5,167.2,No
5668-MEISB,F,0,Yes,Yes,72,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Credit card (automatic),106.1,7657.4,No
0129-QMPDR,M,0,Yes,Yes,44,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.5,865.05,No
7188-CBBBA,F,0,No,No,65,Yes,FIBER OPTIC,No,No,Yes,One year,Electronic check,95.5,6153.85,No
5356-CSVSQ,F,0,No,No,3,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,64.6,174.2,No
3221-CJMSG,M,0,No,No,24,Yes,DSL,No,Yes,No,Month-to-month,Credit card (automatic),51.1,1269.6,No
4720-VSTSI,F,0,No,No,44,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),84.8,3862.55,Yes
3219-JQRSL,F,1,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),89.1,6352.4,No
2801-NISEI,M,0,No,No,24,Yes,DSL,Yes,Yes,No,Month-to-month,Electronic check,54.95,1348.5,No
3946-MHCZW,M,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,50.9,50.9,Yes
4623-ZKHLY,M,0,Yes,No,22,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.45,471.55,No
6732-VAILE,M,0,Yes,Yes,70,Yes,DSL,No,Yes,Yes,Two year,Credit card (automatic),85.95,5931.75,No
8201-AAXCB,M,0,Yes,Yes,25,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,60.35,1404.65,No
7696-CFTAT,M,0,Yes,Yes,37,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.8,726.1,No
1845-CSBRZ,F,1,Yes,Yes,22,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),85.35,1961.6,No
2123-VSCOT,F,0,Yes,Yes,59,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),72.1,4194.85,No
6651-AZVTJ,M,0,Yes,Yes,49,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,99.8,4872.45,Yes
4566-GOLUK,M,0,Yes,Yes,47,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Bank transfer (automatic),107.35,5118.95,Yes
2484-DGXPZ,F,0,Yes,Yes,31,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.55,658.95,Yes
2018-QKYGT,M,0,Yes,Yes,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,81.05,81.05,No
2792-VPPET,M,0,No,No,3,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.5,76.95,No
7409-JURKQ,F,0,Yes,No,53,Yes,FIBER OPTIC,No,Yes,Yes,One year,Bank transfer (automatic),111.8,5809.75,No
3247-MHJKM,M,0,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,20.2,No
1964-SVLEA,M,0,No,No,20,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,19.7,415.9,No
4587-NUKOX,F,0,No,No,3,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Electronic check,79.1,246.5,Yes
7297-DVYGA,F,0,No,No,51,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.85,996.95,No
2239-CGBUZ,F,0,Yes,No,51,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),60.5,3145.15,No
0854-UYHZD,F,0,Yes,Yes,13,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.55,265.3,No
7243-LCGGZ,F,0,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.9,20.9,No
8267-KFGYD,M,0,No,Yes,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,21.05,21.05,No
4890-VMUAV,M,0,No,No,63,Yes,DSL,Yes,Yes,No,One year,Electronic check,71.5,4576.3,No
9261-WDCAF,M,0,No,No,3,Yes,DSL,No,No,No,Month-to-month,Mailed check,54.65,189.1,No
3764-MNMOI,M,0,No,No,46,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.2,908.15,No
7442-YGZFK,M,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),49.8,49.8,No
0420-BWTPW,M,0,No,Yes,8,No,DSL,No,No,No,Month-to-month,Mailed check,25.5,215.2,Yes
8229-BUJHX,F,0,Yes,Yes,71,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.5,1500.95,No
7449-HVPIV,M,0,Yes,Yes,55,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Credit card (automatic),90.4,5099.15,No
5504-WSIUR,F,0,No,No,70,Yes,FIBER OPTIC,No,Yes,No,One year,Bank transfer (automatic),90.25,6385.95,No
8183-ONMXC,F,0,No,No,2,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,80.75,159.45,Yes
8466-PZBLH,M,0,Yes,Yes,67,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Bank transfer (automatic),104.6,6885.75,No
9614-RMGHA,M,0,Yes,No,65,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),91.85,5940.85,Yes
8735-IJJEG,M,0,Yes,No,14,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),50.2,668.85,No
0564-MUUQK,F,0,Yes,Yes,20,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Bank transfer (automatic),95.5,1916.2,No
5054-IEXZT,M,0,No,Yes,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,75.35,75.35,Yes
5834-ASPWA,M,0,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,75.45,75.45,Yes
0701-RFGFI,F,0,Yes,Yes,49,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),95.4,4613.95,No
0019-EFAEP,F,0,No,No,72,Yes,FIBER OPTIC,Yes,No,Yes,Two year,Bank transfer (automatic),101.3,7261.25,No
5619-PTMIK,F,0,Yes,No,46,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,53.1,2459.8,No
3737-XBQDD,M,0,No,No,24,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),84.85,2048.8,No
5882-CMAZQ,F,0,Yes,Yes,5,No,DSL,No,Yes,No,Month-to-month,Electronic check,34.25,163.55,No
5846-QFDFI,F,0,Yes,Yes,33,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Credit card (automatic),88.6,2888.7,No
4445-KWOKW,F,0,No,No,42,Yes,DSL,Yes,No,No,One year,Bank transfer (automatic),60.15,2421.6,No
3511-APPBJ,M,0,No,No,23,Yes,FIBER OPTIC,Yes,No,Yes,One year,Credit card (automatic),99.95,2292.75,No
7967-HYCDE,M,0,No,No,8,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),70.7,553.4,No
2430-RRYUW,M,0,No,No,66,Yes,DSL,Yes,No,No,One year,Mailed check,54.8,3465.7,No
3948-XHGNA,M,0,No,No,24,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),49.55,1210.4,Yes
3723-BFBGR,M,1,No,No,24,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),54.8,1291.3,No
0565-IYCGT,M,0,No,No,69,Yes,DSL,Yes,Yes,No,One year,Credit card (automatic),78.6,5356.45,Yes
5447-WZAFP,F,0,No,No,53,Yes,FIBER OPTIC,No,No,Yes,One year,Mailed check,100.3,5200.8,No
5110-CHOPY,F,0,No,No,60,No,DSL,Yes,No,Yes,Two year,Electronic check,53.6,3237.05,No
5445-UTODQ,F,0,Yes,No,7,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,81.1,576.65,Yes
4425-OWHWB,F,0,No,No,20,Yes,NO,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.35,433.75,No
7892-QVYKW,F,0,Yes,Yes,23,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,85.6,1868.4,No
9675-ICXCT,M,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Electronic check,80.8,5728.55,No
1024-VRZHF,M,0,Yes,No,11,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,74.95,825.7,Yes
4703-MQYKT,M,0,No,No,21,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,390.4,No
9497-QCMMS,M,1,No,No,1,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,93.55,93.55,Yes
5692-ICXLW,M,1,No,No,31,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,90.7,2845.15,No
0602-DDUML,F,0,No,No,57,Yes,DSL,No,Yes,Yes,Two year,Mailed check,69.75,3894.4,No
2208-MPXIO,F,0,Yes,Yes,45,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.0,886.4,No
1960-UYCNN,M,0,No,No,10,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,95.25,1021.55,No
0348-SDKOL,F,0,Yes,No,58,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Credit card (automatic),102.1,5885.4,Yes
3190-FZATL,M,0,No,Yes,14,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,268.4,No
7336-RLLRH,M,0,Yes,No,27,Yes,DSL,Yes,Yes,Yes,One year,Mailed check,80.85,2204.35,No
4373-MAVJG,F,0,Yes,Yes,14,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),90.9,1259.0,Yes
8901-HJXTF,F,0,Yes,Yes,12,No,DSL,No,No,No,Month-to-month,Mailed check,29.2,309.1,Yes
7710-JSYOA,F,0,Yes,Yes,69,Yes,FIBER OPTIC,No,Yes,No,Two year,Bank transfer (automatic),93.3,6398.05,No
5419-KLXBN,F,0,Yes,Yes,25,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),89.15,2257.75,Yes
3424-NMNBO,M,1,Yes,No,58,Yes,FIBER OPTIC,Yes,No,Yes,One year,Electronic check,108.85,6287.25,Yes
9885-MFVSU,F,0,Yes,Yes,35,No,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),46.35,1662.05,No
4514-GFCFI,F,1,No,No,16,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,84.75,1350.15,Yes
0607-MVMGC,M,0,Yes,Yes,45,Yes,DSL,No,No,Yes,One year,Credit card (automatic),78.75,3600.65,No
3365-SAIGS,F,0,No,No,17,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,83.55,1329.15,No
9828-AOQLM,F,0,Yes,Yes,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.7,45.7,Yes
8022-BECSI,M,0,No,No,22,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,19.6,422.5,No
8000-REIQB,F,1,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,69.95,69.95,Yes
9993-LHIEB,M,0,Yes,Yes,67,Yes,DSL,Yes,Yes,No,Two year,Mailed check,67.85,4627.65,No
0266-CLZKZ,F,0,Yes,Yes,67,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Bank transfer (automatic),105.65,6717.9,No
7615-ESMYF,F,0,Yes,No,2,No,DSL,No,No,Yes,Month-to-month,Electronic check,44.6,97.1,Yes
3858-VOBET,M,0,No,No,23,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,74.95,1710.45,Yes
7020-OZKXZ,F,1,No,No,9,Yes,FIBER OPTIC,No,No,No,Month-to-month,Credit card (automatic),75.5,637.4,No
3977-QCRSL,F,0,No,No,5,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.15,117.95,No
0017-DINOC,M,0,No,No,54,No,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),45.2,2460.55,No
1447-PJGGA,F,0,No,No,57,Yes,FIBER OPTIC,No,No,Yes,Two year,Electronic check,95.25,5464.65,Yes
8565-CLBZW,M,0,No,No,24,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Mailed check,89.85,2165.05,Yes
9139-WQQDY,F,0,Yes,Yes,49,Yes,FIBER OPTIC,No,No,Yes,One year,Mailed check,100.45,4941.8,Yes
0224-HJAPT,M,0,No,No,5,Yes,DSL,No,No,No,Month-to-month,Electronic check,47.15,223.15,Yes
8086-OVPWV,M,0,No,No,2,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,80.2,181.1,Yes
9430-FRQOC,F,0,No,Yes,4,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Mailed check,87.1,341.45,Yes
7639-OPLNG,M,0,Yes,Yes,70,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),79.25,5731.85,No
3074-GQWYX,M,0,No,No,5,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),75.9,357.75,Yes
1492-QGCLU,M,0,Yes,Yes,53,Yes,DSL,Yes,Yes,Yes,Month-to-month,Electronic check,85.7,4616.1,No
6845-RGTYS,F,0,Yes,No,47,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Electronic check,98.75,4533.7,Yes
7328-OWMOM,F,0,No,Yes,31,Yes,NO,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.1,589.25,No
4418-LZMSV,M,0,Yes,Yes,13,Yes,DSL,No,Yes,No,Month-to-month,Bank transfer (automatic),61.8,750.1,No
5155-AZQPB,F,0,Yes,Yes,28,Yes,DSL,No,No,No,Month-to-month,Mailed check,49.9,1410.25,No
8861-HGGKB,F,0,No,No,10,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,86.45,830.85,Yes
1087-GRUYI,M,0,Yes,No,38,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.4,743.5,No
7065-YUNRY,F,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.3,45.3,Yes
7694-VLBWQ,M,0,Yes,No,67,Yes,FIBER OPTIC,No,No,Yes,One year,Electronic check,104.1,7040.85,Yes
2546-KZAAT,M,0,Yes,No,52,Yes,DSL,Yes,No,Yes,One year,Mailed check,75.4,3865.45,No
0181-RITDD,M,0,Yes,Yes,62,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Mailed check,108.15,6825.65,No
5989-PGKJB,F,0,No,No,16,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,86.25,1340.1,No
4795-KTRTH,F,1,Yes,No,5,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,81.0,371.65,Yes
8272-ONJLV,M,0,No,No,12,Yes,FIBER OPTIC,No,No,Yes,One year,Electronic check,95.7,1184.0,No
1488-PBLJN,F,0,Yes,Yes,72,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Bank transfer (automatic),116.85,8477.7,No
0308-GIQJT,M,1,No,No,71,Yes,FIBER OPTIC,No,Yes,Yes,One year,Bank transfer (automatic),105.75,7382.85,No
3778-FOAQW,F,0,Yes,No,24,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,20.15,456.85,No
4452-ROHMO,F,0,No,No,15,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,331.6,No
6481-OGDOO,M,0,Yes,No,67,Yes,FIBER OPTIC,Yes,No,No,One year,Credit card (automatic),90.6,6056.15,Yes
3090-LETTY,M,0,No,Yes,2,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),60.95,134.6,No
5349-AZPEW,F,0,Yes,Yes,5,No,DSL,No,No,No,Month-to-month,Mailed check,25.05,125.5,No
3753-TSEMP,F,0,Yes,No,15,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,88.15,1390.6,Yes
8305-VHZBZ,M,0,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,20.2,Yes
9720-JJJOR,M,0,Yes,Yes,41,Yes,DSL,Yes,No,No,One year,Bank transfer (automatic),60.3,2511.3,No
8100-HZZLJ,F,0,No,Yes,43,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,63.95,2737.05,No
8775-ERLNB,M,1,Yes,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,74.3,74.3,No
8309-IEYJD,F,1,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,70.6,70.6,No
9172-JITSM,F,0,Yes,Yes,26,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,90.8,2361.8,Yes
6298-QDFNH,M,0,No,No,22,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,79.35,1730.35,Yes
7398-HPYZQ,M,0,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),90.55,6404.0,No
3546-GHEAE,M,0,No,No,7,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.45,165.35,No
7361-YPXFS,F,1,No,No,28,Yes,DSL,No,Yes,No,Month-to-month,Bank transfer (automatic),64.45,1867.6,No
6557-BZXLQ,M,1,No,No,16,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,69.65,1043.3,No
2550-QHZGP,M,0,No,No,7,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,19.5,128.6,No
7519-JTWQH,F,0,No,No,69,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Bank transfer (automatic),110.5,7455.45,No
2538-OIMXF,F,0,No,Yes,1,No,DSL,No,No,No,Month-to-month,Mailed check,24.7,24.7,No
8543-MSDMF,M,0,No,No,3,Yes,DSL,Yes,No,Yes,Month-to-month,Electronic check,77.4,206.15,No
9961-JBNMK,M,1,No,No,21,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),96.8,2030.3,Yes
1170-SASML,F,0,Yes,No,69,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),85.4,5869.4,No
4872-JCVCA,F,0,Yes,No,71,No,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),47.6,3377.8,No
5346-BZCHP,F,0,Yes,Yes,69,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.4,1346.2,No
2038-LLMLM,F,0,No,No,48,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,103.85,4946.05,No
6173-ITPWD,M,0,Yes,No,47,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),83.35,4065.0,Yes
9734-UYXQI,F,0,No,No,2,Yes,DSL,No,No,No,Month-to-month,Electronic check,49.4,106.55,Yes
1216-BGTSP,M,0,No,No,45,Yes,FIBER OPTIC,Yes,Yes,Yes,Month-to-month,Credit card (automatic),108.45,4964.7,No
4138-NAXED,M,0,No,No,51,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),81.0,4085.75,No
2189-UXTKY,F,0,Yes,No,22,Yes,DSL,Yes,Yes,Yes,Month-to-month,Electronic check,79.2,1742.75,Yes
0744-BIKKF,M,0,No,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),86.65,6224.8,No
7483-IQWIB,M,0,Yes,Yes,37,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,92.95,3415.25,No
5248-KWLAR,M,0,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Two year,Electronic check,90.35,6325.25,No
4958-GZWIY,M,0,Yes,Yes,7,Yes,DSL,No,No,No,Month-to-month,Electronic check,48.7,340.25,Yes
7996-MHXLW,F,0,No,No,66,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.15,1683.6,No
7833-PKIHD,M,0,Yes,Yes,51,Yes,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),76.4,3966.3,No
7061-OVMIM,F,0,Yes,Yes,30,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.55,608.5,No
5153-RTHKF,F,0,No,No,34,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,85.35,2896.6,No
1852-QSWCD,M,0,Yes,Yes,64,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,24.8,1514.85,No
4832-VRBMR,M,1,Yes,No,65,Yes,FIBER OPTIC,No,No,Yes,One year,Bank transfer (automatic),103.15,6792.45,No
9079-LWTFD,M,0,No,No,47,Yes,FIBER OPTIC,Yes,Yes,Yes,Month-to-month,Mailed check,100.75,4669.2,No
6356-ELRKD,F,0,No,No,1,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Electronic check,95.6,95.6,Yes
8624-GIOUT,F,0,No,No,49,Yes,DSL,Yes,No,No,Month-to-month,Credit card (automatic),59.75,2934.3,Yes
3392-EHMNK,F,0,Yes,Yes,67,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Credit card (automatic),94.1,6302.8,No
5986-WWXDV,M,0,No,Yes,39,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.35,779.2,No
3061-BCKYI,M,0,No,No,14,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.9,283.75,No
6179-GJPSO,F,1,No,No,43,Yes,FIBER OPTIC,Yes,Yes,Yes,Month-to-month,Credit card (automatic),108.15,4600.7,Yes
7901-TBKJX,M,1,No,No,56,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,101.05,5594.0,No
7228-PAQPD,F,0,No,No,14,Yes,DSL,No,Yes,No,One year,Credit card (automatic),59.1,772.85,No
3177-LASXD,F,0,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,71.35,71.35,Yes
7746-QYVCO,M,0,Yes,Yes,16,Yes,DSL,Yes,No,No,One year,Mailed check,55.85,857.8,No
5804-HYIEZ,M,0,Yes,Yes,70,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Electronic check,106.05,7554.05,No
9919-FZDED,M,1,Yes,No,72,Yes,DSL,Yes,No,Yes,Two year,Credit card (automatic),84.1,5981.65,No
5934-TSSAU,F,0,Yes,Yes,23,Yes,FIBER OPTIC,No,No,No,Month-to-month,Credit card (automatic),75.3,1702.9,No
3486-KHMLI,M,0,No,Yes,21,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,24.7,467.15,No
4897-QSUYC,F,0,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.15,20.15,Yes
1084-UQCHV,M,0,No,Yes,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),69.75,69.75,Yes
8290-YWKHZ,F,1,Yes,No,32,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,93.2,2931.0,Yes
2955-BJZHG,M,0,Yes,Yes,17,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,80.85,1400.85,Yes
3806-DXQOM,F,0,No,No,4,No,DSL,Yes,No,No,Month-to-month,Electronic check,33.65,137.85,Yes
6784-XYJAE,F,0,No,No,36,Yes,DSL,No,No,No,One year,Electronic check,55.8,1941.5,No
3933-DQPWX,F,0,No,No,50,No,DSL,No,Yes,No,Two year,Credit card (automatic),39.7,1932.75,No
6661-EIPZC,F,0,Yes,Yes,48,No,DSL,No,Yes,No,Month-to-month,Credit card (automatic),29.5,1423.05,No
8957-THMOA,F,0,No,Yes,50,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.15,970.85,No
2251-PYLPB,M,0,Yes,No,72,Yes,DSL,Yes,Yes,No,Two year,Credit card (automatic),79.55,5810.9,No
5555-RNPGT,M,0,No,Yes,10,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),24.8,223.9,No
1057-FOGLZ,F,0,No,No,18,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.65,391.7,No
9300-RENDD,M,0,No,No,1,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,79.95,79.95,Yes
